"seuil","prob_pct"
2.82702026273947,0.637
2.82760031950516,0.637
2.82818037627084,0.636
2.82876043303652,0.633
2.82934048980221,0.633
2.82992054656789,0.633
2.83050060333357,0.632
2.83108066009926,0.631
2.83166071686494,0.629
2.83224077363062,0.628
2.83282083039631,0.627
2.83340088716199,0.627
2.83398094392767,0.626
2.83456100069336,0.625
2.83514105745904,0.625
2.83572111422473,0.624
2.83630117099041,0.624
2.83688122775609,0.624
2.83746128452178,0.623
2.83804134128746,0.623
2.83862139805314,0.623
2.83920145481883,0.622
2.83978151158451,0.62
2.84036156835019,0.62
2.84094162511588,0.617
2.84152168188156,0.617
2.84210173864724,0.616
2.84268179541293,0.616
2.84326185217861,0.616
2.84384190894429,0.616
2.84442196570998,0.615
2.84500202247566,0.613
2.84558207924134,0.613
2.84616213600703,0.612
2.84674219277271,0.611
2.8473222495384,0.61
2.84790230630408,0.61
2.84848236306976,0.607
2.84906241983545,0.605
2.84964247660113,0.602
2.85022253336681,0.602
2.8508025901325,0.601
2.85138264689818,0.601
2.85196270366386,0.6
2.85254276042955,0.6
2.85312281719523,0.599
2.85370287396091,0.596
2.8542829307266,0.595
2.85486298749228,0.595
2.85544304425796,0.594
2.85602310102365,0.594
2.85660315778933,0.594
2.85718321455502,0.593
2.8577632713207,0.591
2.85834332808638,0.59
2.85892338485207,0.59
2.85950344161775,0.59
2.86008349838343,0.588
2.86066355514912,0.586
2.8612436119148,0.583
2.86182366868048,0.581
2.86240372544617,0.581
2.86298378221185,0.581
2.86356383897753,0.581
2.86414389574322,0.581
2.8647239525089,0.581
2.86530400927458,0.58
2.86588406604027,0.578
2.86646412280595,0.576
2.86704417957163,0.576
2.86762423633732,0.576
2.868204293103,0.574
2.86878434986869,0.573
2.86936440663437,0.572
2.86994446340005,0.57
2.87052452016574,0.569
2.87110457693142,0.568
2.8716846336971,0.568
2.87226469046279,0.568
2.87284474722847,0.567
2.87342480399415,0.567
2.87400486075984,0.566
2.87458491752552,0.566
2.8751649742912,0.563
2.87574503105689,0.56
2.87632508782257,0.559
2.87690514458825,0.559
2.87748520135394,0.556
2.87806525811962,0.555
2.87864531488531,0.555
2.87922537165099,0.554
2.87980542841667,0.553
2.88038548518236,0.553
2.88096554194804,0.55
2.88154559871372,0.55
2.88212565547941,0.549
2.88270571224509,0.549
2.88328576901077,0.549
2.88386582577646,0.548
2.88444588254214,0.547
2.88502593930782,0.547
2.88560599607351,0.545
2.88618605283919,0.544
2.88676610960487,0.544
2.88734616637056,0.544
2.88792622313624,0.544
2.88850627990192,0.543
2.88908633666761,0.543
2.88966639343329,0.539
2.89024645019898,0.537
2.89082650696466,0.537
2.89140656373034,0.536
2.89198662049603,0.535
2.89256667726171,0.535
2.89314673402739,0.535
2.89372679079308,0.535
2.89430684755876,0.533
2.89488690432444,0.533
2.89546696109013,0.531
2.89604701785581,0.53
2.89662707462149,0.53
2.89720713138718,0.53
2.89778718815286,0.527
2.89836724491854,0.524
2.89894730168423,0.524
2.89952735844991,0.523
2.9001074152156,0.522
2.90068747198128,0.522
2.90126752874696,0.521
2.90184758551265,0.521
2.90242764227833,0.521
2.90300769904401,0.519
2.9035877558097,0.519
2.90416781257538,0.518
2.90474786934106,0.517
2.90532792610675,0.516
2.90590798287243,0.514
2.90648803963811,0.514
2.9070680964038,0.513
2.90764815316948,0.512
2.90822820993516,0.512
2.90880826670085,0.511
2.90938832346653,0.51
2.90996838023221,0.51
2.9105484369979,0.509
2.91112849376358,0.509
2.91170855052927,0.509
2.91228860729495,0.508
2.91286866406063,0.506
2.91344872082632,0.505
2.914028777592,0.505
2.91460883435768,0.505
2.91518889112337,0.505
2.91576894788905,0.505
2.91634900465473,0.502
2.91692906142042,0.501
2.9175091181861,0.501
2.91808917495178,0.5
2.91866923171747,0.5
2.91924928848315,0.498
2.91982934524883,0.496
2.92040940201452,0.496
2.9209894587802,0.495
2.92156951554588,0.495
2.92214957231157,0.493
2.92272962907725,0.492
2.92330968584294,0.491
2.92388974260862,0.489
2.9244697993743,0.487
